#Wavelength		best fit		1sig lower bound		1sig upper bound 
0.40940575786621114	0.12524627238133093	0.12349740779755233    0.1258741218924933
0.42691690759604506	0.1252536244988703	0.12369186345954969    0.125875851640455
0.4405343074096569	0.12529220199670515	0.12432203605776607    0.1258853213877092
0.4509842520178959	0.1252960782086894	0.12447698774129917    0.12589361569063204
0.46122517079036557	0.125624234762601	0.12506184783628457    0.1259563161738509
0.4698122483569065	0.12554536689345513	0.12498106212453591    0.1259040903835892
0.4821684478833935	0.12580424729028944	0.12534317474165088    0.12600625839593294
0.4931138125906777	0.12548943183886624	0.12494801545577061    0.1259764284970781
0.5033041398362393	0.12584425079308442	0.12537666428294725    0.1260715364891722
0.5131927402686152	0.12529622718860198	0.1246256219277767    0.12598170030740874
0.5230154565144481	0.12584967413871012	0.12537893011886392    0.12606029852236827
0.5330261835150626	0.12540609909924638	0.12485003036541283    0.1259002489073961
0.5432285198722123	0.1253704423839832	0.12479057694860377    0.12588924965122514
0.5533491290552728	0.12563348574644395	0.12505243577792804    0.1259350964616036
0.5633779961939929	0.12588090020671958	0.12547294038886694    0.12596788867903458
0.572728365359116	0.12548489611936645	0.12492486954140597    0.1259407998394119
0.5816563555545728	0.12566472034156922	0.1250978101618876    0.12594138167713742
0.5892471216487013	0.12606953080734648	0.1257962645453609    0.12659686669072306
0.5972434050159231	0.12595509109345593	0.1257699966237565    0.1263953890632343
0.607157500011353	0.12546857505840722	0.1249146471189729    0.12590532002779184
0.6172378567389879	0.12573908141221085	0.12527357294918512    0.1259124511566599
0.6271700525387847	0.12624941285988484	0.12578247822837624    0.12716937293278133
0.6388533666914191	0.12593664965835102	0.1255236030028497    0.12603233271182368
0.6478439064024702	0.12544783158338743	0.12490469030849202    0.12589581238689956
0.6579411446112047	0.12547544413204514	0.12493674256004161    0.12590730074106377
0.667863313364514	0.12619503316941977	0.12578245119877532    0.12682637497238794
0.6779351147005785	0.12629068680164418	0.12578244464308602    0.127096945887004
0.6885031228930966	0.12552924025884862	0.12493644871032616    0.12588604105194207
0.6992340720779308	0.12529180189364753	0.12422700156415808    0.12589542798815012
0.7097789643043024	0.12599309471710998	0.12568724013700822    0.1264056320078143
0.7197626181978597	0.1263201580370017	0.12578271234373728    0.12735809863912706
0.7295251377957286	0.1252660211749894	0.12403189251363468    0.12588031943816036
0.7397882574859714	0.1252937347982913	0.1236810082781267    0.12590671777133425
0.7501957609956594	0.1252964761384765	0.1236781214021887    0.12592769684062338
0.7603693577954836	0.12531028734135816	0.12467404591907968    0.12591403733787504
0.768374766436624	0.1259202855053333	0.12551464827140776    0.12601346383616002
0.7760831066863799	0.12544646128198123	0.12489273249635151    0.1258889029576245
0.7866112930785675	0.12529619896176108	0.12447238423497027    0.12591187264099357
0.7996657965326545	0.1252966641519999	0.12401394343091626    0.125958142301075
0.8084932109611296	0.12526968458169427	0.12359834143258883    0.12589002856297876
0.8186418564511729	0.12525849232052474	0.12376291143390185    0.1258776944942304
0.8289161736889662	0.12525607767460772	0.12383486352714798    0.12587567276272052
0.8389016468800156	0.1252548180839721	0.12380682615588712    0.1258764957335468
0.8490074092848773	0.12532400359007567	0.12470256934406443    0.12588899211180538
0.8588054949869011	0.12528965318972393	0.12390375757315411    0.12589878890636225
0.8687183147849411	0.1252776703499858	0.12368791861241919    0.12589433268446026
0.8787438768779152	0.12525111010993226	0.12348497491861793    0.12587815471012295
